StudentID,Name,Email,TenthMarks,TwelfthMarks,Strengths,Weaknesses,Semester,Courses
1RV22AI174,Aanya Shah,aanya.shah.ai22@rvce.edu.in,88,90,AI_ML(+4.00); Self_Study(+4.00); Problem_Solving(+3.60); Programming(+3.20),Leadership(+0.60); Database(+0.70); Teamwork(+0.90); System_Design(+1.40); Practical(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI175,Neha Fernandes,neha.fernandes.ai22@rvce.edu.in,87,93,Teamwork(+3.60); Presentation(+3.50); Research(+3.50); Programming(+3.20); Self_Study(+3.20),System_Design(+1.40); Time_Management(+1.40); AI_ML(+1.60); Communication(+1.60); Problem_Solving(+1.80); Practical(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI176,Gaurav Yadav,gaurav.yadav.ai22@rvce.edu.in,85,85,Programming(+4.00); AI_ML(+4.00); Communication(+4.00); Problem_Solving(+3.60); Practical(+3.60); Presentation(+3.50),Self_Study(+1.60); Leadership(+1.80); System_Design(+2.10),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI177,Shreya Mishra,shreya.mishra.ai22@rvce.edu.in,89,89,Programming(+4.00); Communication(+4.00); Problem_Solving(+3.60); Teamwork(+3.60); Practical(+3.60); Self_Study(+3.20),AI_ML(+1.60); Leadership(+1.80); Database(+2.10); Time_Management(+2.10); Presentation(+2.10); Research(+2.10),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI178,Arnav Choudhury,arnav.choudhury.ai22@rvce.edu.in,84,93,Problem_Solving(+3.60); Time_Management(+3.50); Theory(+3.50),System_Design(+1.40); Programming(+1.60); AI_ML(+1.60); Project_Work(+1.60); Leadership(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI179,Anvi Choudhury,anvi.choudhury.ai22@rvce.edu.in,79,93,Teamwork(+4.50); Practical(+3.60); Presentation(+3.50); Communication(+3.20),AI_ML(+0.80); Project_Work(+0.80); Leadership(+1.20); Self_Study(+1.60),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI180,Ananya Dubey,ananya.dubey.ai22@rvce.edu.in,86,86,Teamwork(+4.50); Self_Study(+4.00); AI_ML(+3.20),Practical(+0.90); Time_Management(+1.40); Presentation(+1.40); Theory(+1.40); Leadership(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI181,Sanjana Unnikrishnan,sanjana.unnikrishnan.ai22@rvce.edu.in,90,85,Problem_Solving(+3.60); Teamwork(+3.60); AI_ML(+3.20); System_Design(+2.80),Time_Management(+0.70); Programming(+1.60); Project_Work(+1.60),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI182,Krishna Nair,krishna.nair.ai22@rvce.edu.in,91,77,Problem_Solving(+4.50); Teamwork(+3.60); Presentation(+3.50); AI_ML(+3.20); Project_Work(+3.20),Communication(+1.60); Practical(+1.80); Database(+2.10); System_Design(+2.10); Time_Management(+2.10),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI183,Uma Iyer,uma.iyer.ai22@rvce.edu.in,83,92,Communication(+4.00); Practical(+3.60),Leadership(+0.60); AI_ML(+1.60); Problem_Solving(+1.80); Teamwork(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI184,Varsha Pillai,varsha.pillai.ai22@rvce.edu.in,80,82,Communication(+4.00); Problem_Solving(+3.60); AI_ML(+3.20); Self_Study(+3.20); Project_Work(+3.20),System_Design(+1.40); Presentation(+1.40); Teamwork(+1.80); Leadership(+1.80); Database(+2.10); Research(+2.10),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI185,Krishna Agarwal,krishna.agarwal.ai22@rvce.edu.in,86,85,AI_ML(+4.00); Communication(+4.00); Problem_Solving(+3.60); Research(+2.80),Practical(+0.90); Database(+1.40); Time_Management(+1.40); Theory(+1.40); Programming(+1.60); Leadership(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI186,Bhavya Dubey,bhavya.dubey.ai22@rvce.edu.in,99,80,Research(+3.50); Programming(+3.20); AI_ML(+3.20); Communication(+3.20); Self_Study(+3.20),Problem_Solving(+0.90); Database(+1.40); Theory(+1.40); Project_Work(+1.60),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI187,Arjun Shah,arjun.shah.ai22@rvce.edu.in,85,77,System_Design(+3.50); Project_Work(+3.20); Theory(+2.80); Problem_Solving(+2.70); Teamwork(+2.70); Practical(+2.70),Database(+1.40); Presentation(+1.40); Programming(+1.60); AI_ML(+1.60),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI188,Esha Joshi,esha.joshi.ai22@rvce.edu.in,86,81,Project_Work(+3.20); Database(+2.80); System_Design(+2.80); Presentation(+2.80); Problem_Solving(+2.70); Teamwork(+2.70); Practical(+2.70),Time_Management(+1.40); Theory(+1.40); Programming(+1.60); AI_ML(+1.60); Leadership(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI189,Madhav Naidu,madhav.naidu.ai22@rvce.edu.in,85,79,Problem_Solving(+4.50); AI_ML(+4.00); Practical(+3.60),Leadership(+1.20); Time_Management(+1.40); Programming(+1.60); Project_Work(+1.60); Teamwork(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI190,Arnav Mishra,arnav.mishra.ai22@rvce.edu.in,90,81,Self_Study(+4.00); Project_Work(+4.00); Presentation(+3.50); Communication(+3.20),System_Design(+1.40); Theory(+1.40); Research(+1.40); Teamwork(+1.80); Leadership(+1.80); Practical(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI191,Riya Das,riya.das.ai22@rvce.edu.in,91,86,Problem_Solving(+3.60); Practical(+3.60); Time_Management(+3.50); AI_ML(+3.20); Self_Study(+3.20),Communication(+0.80); Teamwork(+1.80); Leadership(+1.80); Database(+2.10); Theory(+2.10); Research(+2.10),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI192,Ishan Menon,ishan.menon.ai22@rvce.edu.in,85,86,Project_Work(+4.00); Practical(+3.60),Research(+0.70); Problem_Solving(+1.80); Teamwork(+1.80); Leadership(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI193,Nandini Menon,nandini.menon.ai22@rvce.edu.in,82,90,AI_ML(+4.00); Problem_Solving(+3.60); Time_Management(+3.50); Presentation(+3.50); Self_Study(+3.20),System_Design(+1.40); Teamwork(+1.80); Leadership(+1.80); Theory(+2.10); Research(+2.10),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI194,Zara Malhotra,zara.malhotra.ai22@rvce.edu.in,95,89,Practical(+4.50); AI_ML(+4.00); Communication(+3.20),Database(+0.70); Theory(+0.70); Self_Study(+1.60),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI195,Harsh Desai,harsh.desai.ai22@rvce.edu.in,79,79,Teamwork(+4.50); System_Design(+3.50); Time_Management(+2.80); Presentation(+2.80); Theory(+2.80),Database(+0.70); Project_Work(+0.80); Research(+1.40); Self_Study(+1.60),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI196,Avani Agarwal,avani.agarwal.ai22@rvce.edu.in,93,85,Self_Study(+4.00); Theory(+3.50); Programming(+3.20),Communication(+1.60); Project_Work(+1.60); Problem_Solving(+1.80); Practical(+1.80); Time_Management(+2.10); Research(+2.10),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI197,Zara Verma,zara.verma.ai22@rvce.edu.in,76,86,AI_ML(+4.00); Problem_Solving(+3.60); Practical(+3.60); Programming(+3.20),Database(+1.40); Project_Work(+1.60); Time_Management(+2.10); Theory(+2.10); Research(+2.10),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI198,Gauri Das,gauri.das.ai22@rvce.edu.in,84,93,Database(+2.80); Presentation(+2.80); Research(+2.80); Problem_Solving(+2.70),Theory(+1.40); Communication(+1.60); Project_Work(+1.60); Teamwork(+1.80); Leadership(+1.80); Practical(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI199,Mira Mishra,mira.mishra.ai22@rvce.edu.in,83,83,Problem_Solving(+4.50); Practical(+3.60); Presentation(+3.50); Self_Study(+3.20),System_Design(+2.10); Time_Management(+2.10); Theory(+2.10); Programming(+2.40); AI_ML(+2.40); Communication(+2.40); Project_Work(+2.40),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI200,Lavanya Rao,lavanya.rao.ai22@rvce.edu.in,80,98,Programming(+4.00); Self_Study(+3.20),Theory(+1.40); AI_ML(+1.60); Problem_Solving(+1.80); System_Design(+2.10); Time_Management(+2.10),5,"DBMS,AISE,MLOps,ANN,PME"
